lsn,eventtime(utc+8),event,detail,file/directory name,full path,creationtime,modifiedtime,mftmodifiedtime,accessedtime,redo,target vcn,cluster index,is_timestomped,is_suspicious_execution
10575872549,,,,edb.log,\ProgramData\Microsoft\Network\Downloader\edb.log,12/16/22 16:16:58,12/28/23 9:22:28,12/28/23 9:22:28,12/28/23 9:22:28,Update Resident Value,0xBC41,4,0,0
10575872642,,,,Microsoft-Windows-Bits-Client%4Operational.evtx,\Windows\System32\winevt\Logs\Microsoft-Windows-Bits-Client%4Operational.evtx,12/16/22 16:16:59,12/28/23 9:23:21,12/28/23 9:23:21,12/28/23 9:23:21,Update Resident Value,0x6861,4,0,0
10575882664,,# Check Point,,,,,,,,Compensation Log Record,0x765F1EB8,2,0,0
10575882809,,Updating Modified Time,ModifiedTime : 2023-12-28 22:21:04 -> 2023-12-28 22:21:16,current_log.txt <Guessed>,\Users\blueangel\AppData\Local\CiscoSpark\current_log.txt,,,,,Update Resident Value,0xC5,4,0,0
10575892801,,# Check Point,,,,,,,,Compensation Log Record,0x765F4651,2,0,0
10575892896,,Updating Modified Time,ModifiedTime : 2023-12-28 22:20:27 -> 2023-12-28 22:21:28,scope_v2.json <Guessed>,\Users\blueangel\AppData\Roaming\Evernote\sentry\scope_v2.json,,,,,Update Resident Value,0x6C31,2,0,0
10575893163,,Writing Content of Non-Resident File,Data Runs(in Volume) : 265373(14),,,,,,,Update Mapping Pairs,0x6C31,2,0,0
10575893715,,Writing Content of Non-Resident File,Data Runs(in Volume) : 278811(14),,,,,,,Update Mapping Pairs,0x6C31,2,0,0
10575893976,,Updating Modified Time,ModifiedTime : 2023-12-28 22:04:46 -> 2023-12-28 22:21:30,nondb_settings43.dat <Guessed>,\Users\blueangel\AppData\Local\Packages\5319275A.WhatsAppDesktop_cv1g1gvanyjgm\LocalState\nondb_settings43.dat,,,,,Update Resident Value,0x7EF1,6,0,0
10575894396,,Updating Modified Time,ModifiedTime : 2023-12-28 19:51:30 -> 2023-12-28 21:04:46,logq <Guessed>,\Users\blueangel\AppData\Local\Packages\5319275A.WhatsAppDesktop_cv1g1gvanyjgm\LocalState\logq,,,,,Update Resident Value,0x145FF,0,0,0
10575895450,12/28/23 22:21:30,File Creation,,c638394024903372280-2.2349.2-821089590864/0,\Users\blueangel\AppData\Local\Packages\5319275A.WhatsAppDesktop_cv1g1gvanyjgm\LocalState\logq\c638394024903372280-2.2349.2-821089590864/0,12/28/23 22:21:30,12/28/23 22:21:30,12/28/23 22:21:30,12/28/23 22:21:30,Initialize File Record Segment,0x3239,6,0,0
10575895761,12/28/23 22:21:30,Writing Content of Non-Resident File,Data Runs(in Volume) : 43775(1),c638394024903372280-2.2349.2-821089590864/0,\Users\blueangel\AppData\Local\Packages\5319275A.WhatsAppDesktop_cv1g1gvanyjgm\LocalState\logq\c638394024903372280-2.2349.2-821089590864/0,,,,,Update Mapping Pairs,0x3239,6,0,0
10575896144,12/28/23 22:21:31,File Creation,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 22:21:31,12/28/23 22:21:31,12/28/23 22:21:31,12/28/23 22:21:31,Initialize File Record Segment,0x323A,2,0,0
10575896371,12/28/23 22:21:31,Writing Content of Resident File,Writing Size : 512,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,,,,,Update Resident Value,0x323A,2,0,0
10575897081,12/28/23 22:21:31,Updating Modified Time,ModifiedTime : 2023-12-28 22:21:09 -> 2023-12-28 22:21:31,UDB-User23847576+RemoteGraph.sql <Guessed>,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql,,,,,Update Resident Value,0x6E75,2,0,0
10575897467,12/28/23 22:21:31,File Deletion,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 22:21:31,12/28/23 22:21:31,12/28/23 22:21:31,12/28/23 22:21:31,Deallocate File Record Segment,0x323A,2,0,0
10575907420,12/28/23 22:21:31,# Check Point,,,,,,,,Compensation Log Record,0x765F800C,2,0,0
10575907659,12/28/23 22:21:31,File Creation,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 22:21:31,12/28/23 22:21:33,12/28/23 22:21:33,12/28/23 22:21:33,Initialize File Record Segment,0x323A,2,0,0
10575907894,12/28/23 22:21:31,Writing Content of Resident File,Writing Size : 512,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,,,,,Update Resident Value,0x323A,2,0,0
10575908528,12/28/23 22:21:31,Updating Modified Time,ModifiedTime : 2023-12-28 22:21:31 -> 2023-12-28 22:21:33,UDB-User23847576+RemoteGraph.sql <Guessed>,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql,,,,,Update Resident Value,0x6E75,2,0,0
10575908914,12/28/23 22:21:31,File Deletion,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 22:21:31,12/28/23 22:21:33,12/28/23 22:21:33,12/28/23 22:21:33,Deallocate File Record Segment,0x323A,2,0,0
10575909099,12/28/23 22:21:31,File Creation,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 22:21:31,12/28/23 22:21:34,12/28/23 22:21:34,12/28/23 22:21:34,Initialize File Record Segment,0x323A,2,0,0
10575909326,12/28/23 22:21:31,Writing Content of Resident File,Writing Size : 512,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,,,,,Update Resident Value,0x323A,2,0,0
10575909968,12/28/23 22:21:31,Updating Modified Time,ModifiedTime : 2023-12-28 22:21:33 -> 2023-12-28 22:21:34,UDB-User23847576+RemoteGraph.sql <Guessed>,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql,,,,,Update Resident Value,0x6E75,2,0,0
10575910346,12/28/23 22:21:31,File Deletion,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 22:21:31,12/28/23 22:21:34,12/28/23 22:21:34,12/28/23 22:21:34,Deallocate File Record Segment,0x323A,2,0,0
10575910613,12/28/23 22:21:31,Updating Modified Time,ModifiedTime : 2023-12-28 22:20:36 -> 2023-12-28 22:21:36,store.bin <Guessed>,\Users\blueangel\AppData\Local\Dropbox\metrics\store.bin,,,,,Update Resident Value,0x14CF4,6,0,0
10575910845,12/28/23 22:21:31,Writing Content of Non-Resident File,Data Runs(in Volume) : 191904(8),,,,,,,Update Mapping Pairs,0x14CF4,6,0,0
10575911255,12/28/23 22:21:31,,,c638394024903372280-2.2349.2-821089590864/0,\Users\blueangel\AppData\Local\Packages\5319275A.WhatsAppDesktop_cv1g1gvanyjgm\LocalState\logq\c638394024903372280-2.2349.2-821089590864/0,12/28/23 22:21:30,12/28/23 22:21:30,12/28/23 22:21:30,12/28/23 22:21:30,Set New Attribute Sizes,0x3239,6,0,0
10575911300,12/28/23 22:21:31,Updating Modified Time,ModifiedTime : 2023-12-28 22:21:16 -> 2023-12-28 22:21:34,current_log.txt <Guessed>,\Users\blueangel\AppData\Local\CiscoSpark\current_log.txt,,,,,Update Resident Value,0xC5,4,0,0
10575911457,12/28/23 22:21:31,File Creation,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 22:21:31,12/28/23 22:21:36,12/28/23 22:21:36,12/28/23 22:21:36,Initialize File Record Segment,0x323A,2,0,0
10575911684,12/28/23 22:21:31,Writing Content of Resident File,Writing Size : 512,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,,,,,Update Resident Value,0x323A,2,0,0
10575912321,12/28/23 22:21:31,Updating Modified Time,ModifiedTime : 2023-12-28 22:21:34 -> 2023-12-28 22:21:36,UDB-User23847576+RemoteGraph.sql <Guessed>,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql,,,,,Update Resident Value,0x6E75,2,0,0
10575912707,12/28/23 22:21:31,File Deletion,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 22:21:31,12/28/23 22:21:36,12/28/23 22:21:36,12/28/23 22:21:36,Deallocate File Record Segment,0x323A,2,0,0
10575912892,12/28/23 22:21:31,File Creation,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 22:21:31,12/28/23 22:21:36,12/28/23 22:21:36,12/28/23 22:21:36,Initialize File Record Segment,0x323A,2,0,0
10575913127,12/28/23 22:21:31,Writing Content of Resident File,Writing Size : 512,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,,,,,Update Resident Value,0x323A,2,0,0
10575914148,12/28/23 22:21:31,File Deletion,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 22:21:31,12/28/23 22:21:36,12/28/23 22:21:36,12/28/23 22:21:36,Deallocate File Record Segment,0x323A,2,0,0
10575914269,12/28/23 22:21:31,Updating Modified Time,ModifiedTime : 2023-12-28 22:13:18 -> 2023-12-28 22:21:31,EtwRTDefenderAuditLogger.etl <Guessed>,\Windows\System32\LogFiles\WMI\RtBackup\EtwRTDefenderAuditLogger.etl,,,,,Update Resident Value,0x661F,0,0,0
10575914416,12/28/23 22:21:31,File Creation,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 22:21:31,12/28/23 22:21:36,12/28/23 22:21:36,12/28/23 22:21:36,Initialize File Record Segment,0x323A,2,0,0
10575914651,,Writing Content of Resident File,Writing Size : 512,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,,,,,Update Resident Value,0x323A,2,0,0
10575915676,,File Deletion,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 22:21:31,12/28/23 22:21:36,12/28/23 22:21:36,12/28/23 22:21:36,Deallocate File Record Segment,0x323A,2,0,0
10575925574,,# Check Point,,,,,,,,Compensation Log Record,0x765FC6F6,2,0,0
10575925675,12/28/23 22:21:40,File Creation,,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/28/23 22:21:40,12/28/23 22:21:40,12/28/23 22:21:40,12/28/23 22:21:40,Initialize File Record Segment,0x323A,2,0,0
10575925910,,Writing Content of Resident File,Writing Size : 512,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,,,,,Update Resident Value,0x323A,2,0,0
10575926621,,Updating Modified Time,ModifiedTime : 2023-12-28 22:21:09 -> 2023-12-28 22:21:40,UDB-User23847576+LocalStorage.sql <Guessed>,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql,,,,,Update Resident Value,0x6E74,6,0,0
10575927007,,File Deletion,,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/28/23 22:21:40,12/28/23 22:21:40,12/28/23 22:21:40,12/28/23 22:21:40,Deallocate File Record Segment,0x323A,2,0,0
10575927192,12/28/23 22:21:31,File Creation,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 22:21:31,12/28/23 22:21:40,12/28/23 22:21:40,12/28/23 22:21:40,Initialize File Record Segment,0x323A,2,0,0
10575927427,,Writing Content of Resident File,Writing Size : 512,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,,,,,Update Resident Value,0x323A,2,0,0
10575928061,,Updating Modified Time,ModifiedTime : 2023-12-28 22:21:36 -> 2023-12-28 22:21:40,UDB-User23847576+RemoteGraph.sql <Guessed>,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql,,,,,Update Resident Value,0x6E75,2,0,0
10575928447,,File Deletion,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 22:21:31,12/28/23 22:21:40,12/28/23 22:21:40,12/28/23 22:21:40,Deallocate File Record Segment,0x323A,2,0,0
10575928626,,Updating Modified Time,ModifiedTime : 2023-12-28 22:13:27 -> 2023-12-28 22:21:40,SVCHOST.EXE-DB425447.pf <Guessed>,\Windows\Prefetch\SVCHOST.EXE-DB425447.pf,,,,,Update Resident Value,0x7CC,2,0,0
10575928899,,Writing Content of Non-Resident File,Data Runs(in Volume) : 33640(2),,,,,,,Update Mapping Pairs,0x7CC,2,0,0
10575929249,12/28/23 22:21:42,File Creation,,SkeletonUILock-c388d246,\Users\blueangel\AppData\Local\Mozilla\Firefox\SkeletonUILock-c388d246,12/28/23 22:21:42,12/28/23 22:21:42,12/28/23 22:21:42,12/28/23 22:21:42,Initialize File Record Segment,0x323A,2,0,0
10575929687,12/28/23 22:21:42,Updating Modified Time,ModifiedTime : 2023-12-27 22:21:42 -> 2023-12-28 22:21:43,parent.lock <Guessed>,\Users\blueangel\AppData\Roaming\Mozilla\Firefox\Background Tasks Profiles\zrha3t7f.MozillaBackgroundTask-308046B0AF4A39CB-defaultagent\parent.lock,,,,,Update Resident Value,0x3099,4,0,0
10575930033,12/28/23 22:21:43,File Creation,,.startup-incomplete,\Users\blueangel\AppData\Roaming\Mozilla\Firefox\Background Tasks Profiles\zrha3t7f.MozillaBackgroundTask-308046B0AF4A39CB-defaultagent\.startup-incomplete,12/28/23 22:21:43,12/28/23 22:21:43,12/28/23 22:21:43,12/28/23 22:21:43,Initialize File Record Segment,0x323E,2,0,0
10575930804,12/28/23 22:21:43,Updating Modified Time,ModifiedTime : 2023-12-27 22:21:42 -> 2023-12-28 22:21:43,zrha3t7f.MozillaBackgroundTask-308046B0AF4A39CB-defaultagent <Guessed>,\Users\blueangel\AppData\Roaming\Mozilla\Firefox\Background Tasks Profiles\zrha3t7f.MozillaBackgroundTask-308046B0AF4A39CB-defaultagent,,,,,Update Resident Value,0x3097,6,0,0
10575930900,12/28/23 22:21:43,Changing FileAttribute,RandomAccess -> 0x00000000,doomed <Guessed>,\Users\blueangel\AppData\Roaming\Mozilla\Firefox\Background Tasks Profiles\zrha3t7f.MozillaBackgroundTask-308046B0AF4A39CB-defaultagent\cache2\doomed,,,,,Update Resident Value,0x30BD,4,0,0
10575931320,12/28/23 22:21:43,File Deletion,,.startup-incomplete,\Users\blueangel\AppData\Roaming\Mozilla\Firefox\Background Tasks Profiles\zrha3t7f.MozillaBackgroundTask-308046B0AF4A39CB-defaultagent\.startup-incomplete,12/28/23 22:21:43,12/28/23 22:21:43,12/28/23 22:21:43,12/28/23 22:21:43,Deallocate File Record Segment,0x323E,2,0,0
10575931478,12/28/23 22:21:43,File Creation,,prefs-1.js,\Users\blueangel\AppData\Roaming\Mozilla\Firefox\Background Tasks Profiles\zrha3t7f.MozillaBackgroundTask-308046B0AF4A39CB-defaultagent\prefs-1.js,12/28/23 22:21:43,12/28/23 22:21:43,12/28/23 22:21:43,12/28/23 22:21:43,Initialize File Record Segment,0x323E,2,0,0
10575931942,12/28/23 22:21:43,Writing Content of Resident File,Writing Size : 530,prefs-1.js,\Users\blueangel\AppData\Roaming\Mozilla\Firefox\Background Tasks Profiles\zrha3t7f.MozillaBackgroundTask-308046B0AF4A39CB-defaultagent\prefs-1.js,,,,,Update Resident Value,0x323E,2,0,0
10575932181,12/28/23 22:21:43,File Deletion,,prefs.js,\Users\blueangel\AppData\Roaming\Mozilla\Firefox\Background Tasks Profiles\zrha3t7f.MozillaBackgroundTask-308046B0AF4A39CB-defaultagent\prefs.js,12/27/23 22:21:42,12/27/23 22:21:42,12/27/23 22:21:43,12/28/23 22:21:43,Deallocate File Record Segment,0x30BB,6,0,0
10575932326,12/28/23 22:21:43,Renaming File,prefs-1.js -> prefs.js,prefs.js,\Users\blueangel\AppData\Roaming\Mozilla\Firefox\Background Tasks Profiles\zrha3t7f.MozillaBackgroundTask-308046B0AF4A39CB-defaultagent\prefs.js,,,,,Create Attribute,0x323E,2,0,0
10575932961,12/28/23 22:21:43,File Creation,,data.safe.tmp,\Users\blueangel\AppData\Roaming\Mozilla\Firefox\Background Tasks Profiles\zrha3t7f.MozillaBackgroundTask-308046B0AF4A39CB-defaultagent\datareporting\glean\db\data.safe.tmp,12/28/23 22:21:43,12/28/23 22:21:43,12/28/23 22:21:43,12/28/23 22:21:43,Initialize File Record Segment,0x30BB,6,0,0
10575933241,12/28/23 22:21:43,Writing Content of Non-Resident File,Data Runs(in Volume) : 579379(1),data.safe.tmp,\Users\blueangel\AppData\Roaming\Mozilla\Firefox\Background Tasks Profiles\zrha3t7f.MozillaBackgroundTask-308046B0AF4A39CB-defaultagent\datareporting\glean\db\data.safe.tmp,,,,,Update Mapping Pairs,0x30BB,6,0,0
10575933429,12/28/23 22:21:43,Updating Modified Time,ModifiedTime : 2023-12-27 22:21:42 -> 2023-12-28 22:21:43,db <Guessed>,\Users\blueangel\AppData\Roaming\Mozilla\Firefox\Background Tasks Profiles\zrha3t7f.MozillaBackgroundTask-308046B0AF4A39CB-defaultagent\datareporting\glean\db,,,,,Update Resident Value,0x30BF,4,0,0
10575933562,12/28/23 22:21:43,File Deletion,,data.safe.bin,\Users\blueangel\AppData\Roaming\Mozilla\Firefox\Background Tasks Profiles\zrha3t7f.MozillaBackgroundTask-308046B0AF4A39CB-defaultagent\datareporting\glean\db\data.safe.bin,12/27/23 22:21:42,12/27/23 22:21:42,12/27/23 22:21:45,12/28/23 22:21:43,Deallocate File Record Segment,0x30C0,2,0,0
10575933761,12/28/23 22:21:43,Renaming File,data.safe.tmp -> data.safe.bin,data.safe.bin,\Users\blueangel\AppData\Roaming\Mozilla\Firefox\Background Tasks Profiles\zrha3t7f.MozillaBackgroundTask-308046B0AF4A39CB-defaultagent\datareporting\glean\db\data.safe.bin,,,,,Create Attribute,0x30BB,6,0,0
10575934270,12/28/23 22:21:43,File Creation,,data.safe.tmp,\Users\blueangel\AppData\Roaming\Mozilla\Firefox\Background Tasks Profiles\zrha3t7f.MozillaBackgroundTask-308046B0AF4A39CB-defaultagent\datareporting\glean\db\data.safe.tmp,12/28/23 22:21:43,12/28/23 22:21:43,12/28/23 22:21:43,12/28/23 22:21:43,Initialize File Record Segment,0x30C0,2,0,0
10575934558,12/28/23 22:21:43,Writing Content of Non-Resident File,Data Runs(in Volume) : 583475(1),data.safe.tmp,\Users\blueangel\AppData\Roaming\Mozilla\Firefox\Background Tasks Profiles\zrha3t7f.MozillaBackgroundTask-308046B0AF4A39CB-defaultagent\datareporting\glean\db\data.safe.tmp,,,,,Update Mapping Pairs,0x30C0,2,0,0
10575934855,12/28/23 22:21:43,File Deletion,,data.safe.bin,\Users\blueangel\AppData\Roaming\Mozilla\Firefox\Background Tasks Profiles\zrha3t7f.MozillaBackgroundTask-308046B0AF4A39CB-defaultagent\datareporting\glean\db\data.safe.bin,12/28/23 22:21:43,12/28/23 22:21:43,12/28/23 22:21:43,12/28/23 22:21:43,Deallocate File Record Segment,0x30BB,6,0,0
10575935062,12/28/23 22:21:43,Renaming File,data.safe.tmp -> data.safe.bin,data.safe.bin,\Users\blueangel\AppData\Roaming\Mozilla\Firefox\Background Tasks Profiles\zrha3t7f.MozillaBackgroundTask-308046B0AF4A39CB-defaultagent\datareporting\glean\db\data.safe.bin,,,,,Create Attribute,0x30C0,2,0,0
10575935714,12/28/23 22:21:43,File Creation,,data.safe.tmp,\Users\blueangel\AppData\Roaming\Mozilla\Firefox\Background Tasks Profiles\zrha3t7f.MozillaBackgroundTask-308046B0AF4A39CB-defaultagent\datareporting\glean\db\data.safe.tmp,12/28/23 22:21:43,12/28/23 22:21:43,12/28/23 22:21:43,12/28/23 22:21:43,Initialize File Record Segment,0x30BB,6,0,0
10575936086,12/28/23 22:21:43,Writing Content of Non-Resident File,Data Runs(in Volume) : 583484(1),data.safe.tmp,\Users\blueangel\AppData\Roaming\Mozilla\Firefox\Background Tasks Profiles\zrha3t7f.MozillaBackgroundTask-308046B0AF4A39CB-defaultagent\datareporting\glean\db\data.safe.tmp,,,,,Update Mapping Pairs,0x30BB,6,0,0
10575936383,12/28/23 22:21:43,File Deletion,,data.safe.bin,\Users\blueangel\AppData\Roaming\Mozilla\Firefox\Background Tasks Profiles\zrha3t7f.MozillaBackgroundTask-308046B0AF4A39CB-defaultagent\datareporting\glean\db\data.safe.bin,12/28/23 22:21:43,12/28/23 22:21:43,12/28/23 22:21:43,12/28/23 22:21:43,Deallocate File Record Segment,0x30C0,2,0,0
10575936590,12/28/23 22:21:43,Renaming File,data.safe.tmp -> data.safe.bin,data.safe.bin,\Users\blueangel\AppData\Roaming\Mozilla\Firefox\Background Tasks Profiles\zrha3t7f.MozillaBackgroundTask-308046B0AF4A39CB-defaultagent\datareporting\glean\db\data.safe.bin,,,,,Create Attribute,0x30BB,6,0,0
10575937099,12/28/23 22:21:43,File Creation,,data.safe.tmp,\Users\blueangel\AppData\Roaming\Mozilla\Firefox\Background Tasks Profiles\zrha3t7f.MozillaBackgroundTask-308046B0AF4A39CB-defaultagent\datareporting\glean\db\data.safe.tmp,12/28/23 22:21:43,12/28/23 22:21:43,12/28/23 22:21:43,12/28/23 22:21:43,Initialize File Record Segment,0x30C0,2,0,0
10575937379,12/28/23 22:21:43,Writing Content of Non-Resident File,Data Runs(in Volume) : 609439(1),data.safe.tmp,\Users\blueangel\AppData\Roaming\Mozilla\Firefox\Background Tasks Profiles\zrha3t7f.MozillaBackgroundTask-308046B0AF4A39CB-defaultagent\datareporting\glean\db\data.safe.tmp,,,,,Update Mapping Pairs,0x30C0,2,0,0
10575937684,12/28/23 22:21:43,File Deletion,,data.safe.bin,\Users\blueangel\AppData\Roaming\Mozilla\Firefox\Background Tasks Profiles\zrha3t7f.MozillaBackgroundTask-308046B0AF4A39CB-defaultagent\datareporting\glean\db\data.safe.bin,12/28/23 22:21:43,12/28/23 22:21:43,12/28/23 22:21:43,12/28/23 22:21:43,Deallocate File Record Segment,0x30BB,6,0,0
10575937883,12/28/23 22:21:43,Renaming File,data.safe.tmp -> data.safe.bin,data.safe.bin,\Users\blueangel\AppData\Roaming\Mozilla\Firefox\Background Tasks Profiles\zrha3t7f.MozillaBackgroundTask-308046B0AF4A39CB-defaultagent\datareporting\glean\db\data.safe.bin,,,,,Create Attribute,0x30C0,2,0,0
10575938395,12/28/23 22:21:43,File Creation,,data.safe.tmp,\Users\blueangel\AppData\Roaming\Mozilla\Firefox\Background Tasks Profiles\zrha3t7f.MozillaBackgroundTask-308046B0AF4A39CB-defaultagent\datareporting\glean\db\data.safe.tmp,12/28/23 22:21:43,12/28/23 22:21:43,12/28/23 22:21:43,12/28/23 22:21:43,Initialize File Record Segment,0x30BB,6,0,0
10575938683,12/28/23 22:21:43,Writing Content of Non-Resident File,Data Runs(in Volume) : 658644(1),data.safe.tmp,\Users\blueangel\AppData\Roaming\Mozilla\Firefox\Background Tasks Profiles\zrha3t7f.MozillaBackgroundTask-308046B0AF4A39CB-defaultagent\datareporting\glean\db\data.safe.tmp,,,,,Update Mapping Pairs,0x30BB,6,0,0
10575938980,12/28/23 22:21:43,File Deletion,,data.safe.bin,\Users\blueangel\AppData\Roaming\Mozilla\Firefox\Background Tasks Profiles\zrha3t7f.MozillaBackgroundTask-308046B0AF4A39CB-defaultagent\datareporting\glean\db\data.safe.bin,12/28/23 22:21:43,12/28/23 22:21:43,12/28/23 22:21:43,12/28/23 22:21:43,Deallocate File Record Segment,0x30C0,2,0,0
10575939187,12/28/23 22:21:43,Renaming File,data.safe.tmp -> data.safe.bin,data.safe.bin,\Users\blueangel\AppData\Roaming\Mozilla\Firefox\Background Tasks Profiles\zrha3t7f.MozillaBackgroundTask-308046B0AF4A39CB-defaultagent\datareporting\glean\db\data.safe.bin,,,,,Create Attribute,0x30BB,6,0,0
10575939696,12/28/23 22:21:43,File Creation,,data.safe.tmp,\Users\blueangel\AppData\Roaming\Mozilla\Firefox\Background Tasks Profiles\zrha3t7f.MozillaBackgroundTask-308046B0AF4A39CB-defaultagent\datareporting\glean\db\data.safe.tmp,12/28/23 22:21:43,12/28/23 22:21:43,12/28/23 22:21:43,12/28/23 22:21:43,Initialize File Record Segment,0x30C0,2,0,0
10575940025,12/28/23 22:21:43,Writing Content of Non-Resident File,Data Runs(in Volume) : 726646(1),data.safe.tmp,\Users\blueangel\AppData\Roaming\Mozilla\Firefox\Background Tasks Profiles\zrha3t7f.MozillaBackgroundTask-308046B0AF4A39CB-defaultagent\datareporting\glean\db\data.safe.tmp,,,,,Update Mapping Pairs,0x30C0,2,0,0
