merge_key,lf_lsn,EventTime(UTC+8),lf_event,lf_detail,File/Directory Name,lf_full_path,lf_creation_time,lf_modified_time,lf_mft_modified_time,lf_accessed_time,Redo,Target VCN,Cluster Index,usn_event_time,usn_usn,usn_filename,usn_full_path,usn_event_info,SourceInfo,FileAttribute,Carving Flag,usn_file_reference_number,usn_parent_file_reference_number,suspicious_category,suspicious_detail,suspicious_source,lf_event_count,usn_event_count,has_logfile_evidence,has_usnjrnl_evidence,cross_artifact_validation_score,has_suspicious_label,filename,full_path,zero_in_nanoseconds_lf,zero_in_nanoseconds_suspicious,zero_in_nanoseconds_combined,is_flagged_suspicious,ground_truth_label
00ecb7a6-9e6c-4763-afa8-f23a5c6c35ae.tmp,,,,,,,,,,,,,,1/4/23 12:10,977407792.0,00ecb7a6-9e6c-4763-afa8-f23a5c6c35ae.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\00ecb7a6-9e6c-4763-afa8-f23a5c6c35ae.tmp,Basic_Info_Changed,Normal,Archive,,0x01D300000001C99A,0x000200000001B982,,,,0,3,False,True,0.5,False,00ecb7a6-9e6c-4763-afa8-f23a5c6c35ae.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\00ecb7a6-9e6c-4763-afa8-f23a5c6c35ae.tmp,False,False,False,False,0
00fa2c8d-c2db-420d-a091-4795510f95ce.tmp,,,,,,,,,,,,,,1/4/23 13:01,979001488.0,00fa2c8d-c2db-420d-a091-4795510f95ce.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\00fa2c8d-c2db-420d-a091-4795510f95ce.tmp,Basic_Info_Changed,Normal,Archive,,0x01FC00000001DA05,0x000200000001B982,,,,0,3,False,True,0.5,False,00fa2c8d-c2db-420d-a091-4795510f95ce.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\00fa2c8d-c2db-420d-a091-4795510f95ce.tmp,False,False,False,False,0
010fa0ee-8489-41e8-a6d3-d06b5aaeffb6.tmp,,,,,,,,,,,,,,1/4/23 12:44,978450880.0,010fa0ee-8489-41e8-a6d3-d06b5aaeffb6.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\010fa0ee-8489-41e8-a6d3-d06b5aaeffb6.tmp,Basic_Info_Changed,Normal,Archive,,0x00AC00000002C8FF,0x000200000001B982,,,,0,3,False,True,0.5,False,010fa0ee-8489-41e8-a6d3-d06b5aaeffb6.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\010fa0ee-8489-41e8-a6d3-d06b5aaeffb6.tmp,False,False,False,False,0
012200000001e2727a754365,,,,,,,,,,,,,,1/4/23 10:51,974808944.0,012200000001E2727A754365,,Basic_Info_Changed / File_Renamed_New,Normal,Directory / Not_Content_Indexed,,0x012200000001E272,0x000100000000001D,,,,0,2,False,True,0.5,False,012200000001E2727A754365,,False,False,False,False,0
0127752a-a720-48cf-bb4a-aa3ff391cb47.tmp,,,,,,,,,,,,,,1/4/23 21:35,995758512.0,0127752a-a720-48cf-bb4a-aa3ff391cb47.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\0127752a-a720-48cf-bb4a-aa3ff391cb47.tmp,Basic_Info_Changed,Normal,Archive,,0x0028000000008B62,0x000200000001B982,,,,0,3,False,True,0.5,False,0127752a-a720-48cf-bb4a-aa3ff391cb47.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\0127752a-a720-48cf-bb4a-aa3ff391cb47.tmp,False,False,False,False,0
0143d771-b22d-41d8-a91c-4c2f4367887e.tmp,,,,,,,,,,,,,,1/4/23 16:51,986504376.0,0143d771-b22d-41d8-a91c-4c2f4367887e.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\0143d771-b22d-41d8-a91c-4c2f4367887e.tmp,Basic_Info_Changed,Normal,Archive,,0x039D00000000825E,0x000200000001B982,,,,0,3,False,True,0.5,False,0143d771-b22d-41d8-a91c-4c2f4367887e.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\0143d771-b22d-41d8-a91c-4c2f4367887e.tmp,False,False,False,False,0
01485bac-03bc-46d7-8410-12893d8f1164.tmp,,,,,,,,,,,,,,1/4/23 8:38,970553600.0,01485bac-03bc-46d7-8410-12893d8f1164.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\01485bac-03bc-46d7-8410-12893d8f1164.tmp,Basic_Info_Changed,Normal,Archive,,0x00C300000001E81E,0x000200000001B982,,,,0,3,False,True,0.5,False,01485bac-03bc-46d7-8410-12893d8f1164.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\01485bac-03bc-46d7-8410-12893d8f1164.tmp,False,False,False,False,0
014daeb2-fde1-427b-b9d1-72aab69606d9.tmp,,,,,,,,,,,,,,1/4/23 6:00,965477072.0,014daeb2-fde1-427b-b9d1-72aab69606d9.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\014daeb2-fde1-427b-b9d1-72aab69606d9.tmp,Basic_Info_Changed,Normal,Archive,,0x00FC00000001C9F1,0x000200000001B982,,,,0,3,False,True,0.5,False,014daeb2-fde1-427b-b9d1-72aab69606d9.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\014daeb2-fde1-427b-b9d1-72aab69606d9.tmp,False,False,False,False,0
0153e5e9-c480-40fd-b46e-5f7b38868247.tmp,,,,,,,,,,,,,,1/4/23 6:11,965860304.0,0153e5e9-c480-40fd-b46e-5f7b38868247.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\0153e5e9-c480-40fd-b46e-5f7b38868247.tmp,Basic_Info_Changed,Normal,Archive,,0x018200000001C9F1,0x000200000001B982,,,,0,3,False,True,0.5,False,0153e5e9-c480-40fd-b46e-5f7b38868247.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\0153e5e9-c480-40fd-b46e-5f7b38868247.tmp,False,False,False,False,0
016c7b62-b343-45e8-8d21-19bb7662f00b.tmp,,,,,,,,,,,,,,1/4/23 17:48,988446416.0,016c7b62-b343-45e8-8d21-19bb7662f00b.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\016c7b62-b343-45e8-8d21-19bb7662f00b.tmp,Basic_Info_Changed,Normal,Archive,,0x02E200000001CF60,0x000200000001B982,,,,0,3,False,True,0.5,False,016c7b62-b343-45e8-8d21-19bb7662f00b.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\016c7b62-b343-45e8-8d21-19bb7662f00b.tmp,False,False,False,False,0
0190bed8-c400-4319-953b-f884d7e323b6.tmp,,,,,,,,,,,,,,1/4/23 20:17,993224528.0,0190bed8-c400-4319-953b-f884d7e323b6.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\0190bed8-c400-4319-953b-f884d7e323b6.tmp,Basic_Info_Changed,Normal,Archive,,0x01D800000001D9C3,0x000200000001B982,,,,0,3,False,True,0.5,False,0190bed8-c400-4319-953b-f884d7e323b6.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\0190bed8-c400-4319-953b-f884d7e323b6.tmp,False,False,False,False,0
01a51d10-0662-4859-8cc5-41844a04ae8c.tmp,,,,,,,,,,,,,,1/4/23 7:53,969109352.0,01a51d10-0662-4859-8cc5-41844a04ae8c.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\01a51d10-0662-4859-8cc5-41844a04ae8c.tmp,Basic_Info_Changed,Normal,Archive,,0x018300000001A934,0x000200000001B982,,,,0,3,False,True,0.5,False,01a51d10-0662-4859-8cc5-41844a04ae8c.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\01a51d10-0662-4859-8cc5-41844a04ae8c.tmp,False,False,False,False,0
01b255f7-5290-4857-a0f7-eb39fda48c25.tmp,,,,,,,,,,,,,,1/4/23 12:47,978555744.0,01b255f7-5290-4857-a0f7-eb39fda48c25.tmp,\Users\blueangel\AppData\Roaming\Microsoft\Teams\Partitions\msa\01b255f7-5290-4857-a0f7-eb39fda48c25.tmp,Basic_Info_Changed,Normal,Archive,,0x001000000002CE06,0x0004000000055194,,,,0,3,False,True,0.5,False,01b255f7-5290-4857-a0f7-eb39fda48c25.tmp,\Users\blueangel\AppData\Roaming\Microsoft\Teams\Partitions\msa\01b255f7-5290-4857-a0f7-eb39fda48c25.tmp,False,False,False,False,0
01dbc40e-d968-445a-877f-3d1d45f84249.tmp,,,,,,,,,,,,,,1/4/23 16:12,985286768.0,01dbc40e-d968-445a-877f-3d1d45f84249.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\01dbc40e-d968-445a-877f-3d1d45f84249.tmp,Basic_Info_Changed,Normal,Archive,,0x03E900000001B437,0x000200000001B982,,,,0,3,False,True,0.5,False,01dbc40e-d968-445a-877f-3d1d45f84249.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\01dbc40e-d968-445a-877f-3d1d45f84249.tmp,False,False,False,False,0
01e022e7-ef17-4876-92de-6515987c618e.tmp,,,,,,,,,,,,,,1/4/23 19:29,991657488.0,01e022e7-ef17-4876-92de-6515987c618e.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\01e022e7-ef17-4876-92de-6515987c618e.tmp,Basic_Info_Changed,Normal,Archive,,0x00C200000001D989,0x000200000001B982,,,,0,3,False,True,0.5,False,01e022e7-ef17-4876-92de-6515987c618e.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\01e022e7-ef17-4876-92de-6515987c618e.tmp,False,False,False,False,0
01e7984a-add9-4fc8-8af4-4a968ef4e670.tmp,,,,,,,,,,,,,,1/4/23 8:15,969837320.0,01e7984a-add9-4fc8-8af4-4a968ef4e670.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\01e7984a-add9-4fc8-8af4-4a968ef4e670.tmp,Basic_Info_Changed,Normal,Archive,,0x01C400000001C9F1,0x000200000001B982,,,,0,3,False,True,0.5,False,01e7984a-add9-4fc8-8af4-4a968ef4e670.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\01e7984a-add9-4fc8-8af4-4a968ef4e670.tmp,False,False,False,False,0
01f673e2-668c-415f-a55d-3f86a6245dc9.tmp,,,,,,,,,,,,,,1/4/23 17:50,988488112.0,01f673e2-668c-415f-a55d-3f86a6245dc9.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\01f673e2-668c-415f-a55d-3f86a6245dc9.tmp,Basic_Info_Changed,Normal,Archive,,0x014A00000001C9FC,0x000200000001B982,,,,0,3,False,True,0.5,False,01f673e2-668c-415f-a55d-3f86a6245dc9.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\01f673e2-668c-415f-a55d-3f86a6245dc9.tmp,False,False,False,False,0
021afc8d-c898-4991-81df-ed1db95715ef.tmp,6279778153.0,1/4/23 21:56,Time Reversal Event,CreationTime : 2023-01-04 21:56:56 -> 2022-12-16 17:32:24(same as TransportSecurity/ TransportSecurity~RF1dced.TMP),021afc8d-c898-4991-81df-ed1db95715ef.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\021afc8d-c898-4991-81df-ed1db95715ef.tmp,,,,,Update Resident Value,0x678F,2.0,1/4/23 21:56,996539040.0,021afc8d-c898-4991-81df-ed1db95715ef.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\021afc8d-c898-4991-81df-ed1db95715ef.tmp,Basic_Info_Changed,Normal,Archive,,0x000A000000019E3D,0x000200000001B982,,,,3,3,True,True,1.0,False,021afc8d-c898-4991-81df-ed1db95715ef.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\021afc8d-c898-4991-81df-ed1db95715ef.tmp,False,False,False,False,0
023b8b51-b68f-4a62-b7b2-fd836f56addd.tmp,,,,,,,,,,,,,,1/4/23 13:48,980485968.0,023b8b51-b68f-4a62-b7b2-fd836f56addd.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\023b8b51-b68f-4a62-b7b2-fd836f56addd.tmp,Basic_Info_Changed,Normal,Archive,,0x004400000002E38F,0x000200000001B982,,,,0,3,False,True,0.5,False,023b8b51-b68f-4a62-b7b2-fd836f56addd.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\023b8b51-b68f-4a62-b7b2-fd836f56addd.tmp,False,False,False,False,0
023d8256-de3f-4f37-aff4-5543382e63bc.tmp,,,,,,,,,,,,,,1/4/23 18:27,989704480.0,023d8256-de3f-4f37-aff4-5543382e63bc.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\023d8256-de3f-4f37-aff4-5543382e63bc.tmp,Basic_Info_Changed,Normal,Archive,,0x026600000001D93B,0x000200000001B982,,,,0,3,False,True,0.5,False,023d8256-de3f-4f37-aff4-5543382e63bc.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\023d8256-de3f-4f37-aff4-5543382e63bc.tmp,False,False,False,False,0
0249e550-7b13-4230-ab0a-2c44b7d3ed27.tmp,,,,,,,,,,,,,,1/4/23 10:44,974555248.0,0249e550-7b13-4230-ab0a-2c44b7d3ed27.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\0249e550-7b13-4230-ab0a-2c44b7d3ed27.tmp,Basic_Info_Changed,Normal,Archive,,0x00C7000000025D42,0x000200000001B982,,,,0,3,False,True,0.5,False,0249e550-7b13-4230-ab0a-2c44b7d3ed27.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\0249e550-7b13-4230-ab0a-2c44b7d3ed27.tmp,False,False,False,False,0
024b58aa-4b97-4404-acd7-9713c79cb0a2.tmp,,,,,,,,,,,,,,1/4/23 12:45,978496032.0,024b58aa-4b97-4404-acd7-9713c79cb0a2.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\024b58aa-4b97-4404-acd7-9713c79cb0a2.tmp,Basic_Info_Changed,Normal,Archive,,0x006100000002C970,0x000200000001B982,,,,0,3,False,True,0.5,False,024b58aa-4b97-4404-acd7-9713c79cb0a2.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\024b58aa-4b97-4404-acd7-9713c79cb0a2.tmp,False,False,False,False,0
026cce05-6468-498d-ac54-a9de0284b51d.tmp,,,,,,,,,,,,,,1/4/23 13:33,980030880.0,026cce05-6468-498d-ac54-a9de0284b51d.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\026cce05-6468-498d-ac54-a9de0284b51d.tmp,Basic_Info_Changed,Normal,Archive,,0x002F00000002D035,0x000200000001B982,,,,0,3,False,True,0.5,False,026cce05-6468-498d-ac54-a9de0284b51d.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\026cce05-6468-498d-ac54-a9de0284b51d.tmp,False,False,False,False,0
026d6d31-1a6a-4b92-9e2e-b4330163778a.tmp,,,,,,,,,,,,,,1/4/23 7:18,967995184.0,026d6d31-1a6a-4b92-9e2e-b4330163778a.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\026d6d31-1a6a-4b92-9e2e-b4330163778a.tmp,Basic_Info_Changed,Normal,Archive,,0x012700000001E4AC,0x000200000001B982,,,,0,3,False,True,0.5,False,026d6d31-1a6a-4b92-9e2e-b4330163778a.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\026d6d31-1a6a-4b92-9e2e-b4330163778a.tmp,False,False,False,False,0
0270ac20-492e-4d68-b862-ef3409fde68f.tmp,,,,,,,,,,,,,,1/4/23 9:39,972472752.0,0270ac20-492e-4d68-b862-ef3409fde68f.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\0270ac20-492e-4d68-b862-ef3409fde68f.tmp,Basic_Info_Changed,Normal,Archive,,0x00EE000000025250,0x000200000001B982,,,,0,3,False,True,0.5,False,0270ac20-492e-4d68-b862-ef3409fde68f.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\0270ac20-492e-4d68-b862-ef3409fde68f.tmp,False,False,False,False,0
02733eaa-2d66-460a-9afb-7bc73d75a20c.tmp,6294891936.0,1/6/23 0:09,Time Reversal Event,CreationTime : 2023-01-06 00:09:50 -> 2022-12-16 17:32:24(same as TransportSecurity~RF1dced.TMP),02733eaa-2d66-460a-9afb-7bc73d75a20c.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\02733eaa-2d66-460a-9afb-7bc73d75a20c.tmp,,,,,Update Resident Value,0xB926,6.0,1/6/23 0:09,998563984.0,02733eaa-2d66-460a-9afb-7bc73d75a20c.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\02733eaa-2d66-460a-9afb-7bc73d75a20c.tmp,Basic_Info_Changed,Normal,Archive,,0x000800000002E49B,0x000200000001B982,,,,3,3,True,True,1.0,False,02733eaa-2d66-460a-9afb-7bc73d75a20c.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\02733eaa-2d66-460a-9afb-7bc73d75a20c.tmp,False,False,False,False,0
028b8254-de08-4a19-b44a-d2df275ac759.tmp,,,,,,,,,,,,,,1/4/23 18:05,989016208.0,028b8254-de08-4a19-b44a-d2df275ac759.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\028b8254-de08-4a19-b44a-d2df275ac759.tmp,Basic_Info_Changed,Normal,Archive,,0x02DA00000001D3ED,0x000200000001B982,,,,0,3,False,True,0.5,False,028b8254-de08-4a19-b44a-d2df275ac759.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\028b8254-de08-4a19-b44a-d2df275ac759.tmp,False,False,False,False,0
02b0a9de-e567-4934-8057-e1eac112a4cc.tmp,,,,,,,,,,,,,,1/4/23 17:29,987781952.0,02b0a9de-e567-4934-8057-e1eac112a4cc.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\02b0a9de-e567-4934-8057-e1eac112a4cc.tmp,Basic_Info_Changed,Normal,Archive,,0x040C00000001CD07,0x000200000001B982,,,,0,3,False,True,0.5,False,02b0a9de-e567-4934-8057-e1eac112a4cc.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\02b0a9de-e567-4934-8057-e1eac112a4cc.tmp,False,False,False,False,0
02fb84bb-2081-49cc-aad1-7a335e4fb2de.tmp,,,,,,,,,,,,,,1/4/23 10:27,974006240.0,02fb84bb-2081-49cc-aad1-7a335e4fb2de.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\02fb84bb-2081-49cc-aad1-7a335e4fb2de.tmp,Basic_Info_Changed,Normal,Archive,,0x00320000000214E5,0x000200000001B982,,,,0,3,False,True,0.5,False,02fb84bb-2081-49cc-aad1-7a335e4fb2de.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\02fb84bb-2081-49cc-aad1-7a335e4fb2de.tmp,False,False,False,False,0
030d390d-e27f-4051-a43e-d3e47fe8fbe6.tmp,,,,,,,,,,,,,,1/4/23 9:30,972190560.0,030d390d-e27f-4051-a43e-d3e47fe8fbe6.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\030d390d-e27f-4051-a43e-d3e47fe8fbe6.tmp,Basic_Info_Changed,Normal,Archive,,0x022200000002139A,0x000200000001B982,,,,0,3,False,True,0.5,False,030d390d-e27f-4051-a43e-d3e47fe8fbe6.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\030d390d-e27f-4051-a43e-d3e47fe8fbe6.tmp,False,False,False,False,0
031868c4-976c-4917-9b2c-f2cda6af4415.tmp,,,,,,,,,,,,,,1/4/23 13:51,980584064.0,031868c4-976c-4917-9b2c-f2cda6af4415.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\031868c4-976c-4917-9b2c-f2cda6af4415.tmp,Basic_Info_Changed,Normal,Archive,,0x006D00000002E38F,0x000200000001B982,,,,0,3,False,True,0.5,False,031868c4-976c-4917-9b2c-f2cda6af4415.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\031868c4-976c-4917-9b2c-f2cda6af4415.tmp,False,False,False,False,0
03502c2b-0b4e-4f60-b959-b7fd7d6e176f.tmp,,,,,,,,,,,,,,1/4/23 19:14,991196432.0,03502c2b-0b4e-4f60-b959-b7fd7d6e176f.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\03502c2b-0b4e-4f60-b959-b7fd7d6e176f.tmp,Basic_Info_Changed,Normal,Archive,,0x030300000001C9F0,0x000200000001B982,,,,0,3,False,True,0.5,False,03502c2b-0b4e-4f60-b959-b7fd7d6e176f.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\03502c2b-0b4e-4f60-b959-b7fd7d6e176f.tmp,False,False,False,False,0
037705a1-a270-4460-b416-16f36c77bdee.tmp,,,,,,,,,,,,,,1/4/23 12:26,977918208.0,037705a1-a270-4460-b416-16f36c77bdee.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\037705a1-a270-4460-b416-16f36c77bdee.tmp,Basic_Info_Changed,Normal,Archive,,0x000D00000002C8D1,0x000200000001B982,,,,0,3,False,True,0.5,False,037705a1-a270-4460-b416-16f36c77bdee.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\037705a1-a270-4460-b416-16f36c77bdee.tmp,False,False,False,False,0
03a0205c-0c26-423e-97db-739f546728fc.tmp,,,,,,,,,,,,,,1/4/23 15:23,983721520.0,03a0205c-0c26-423e-97db-739f546728fc.tmp,\Users\blueangel\AppData\Roaming\Microsoft\Teams\Partitions\msa\03a0205c-0c26-423e-97db-739f546728fc.tmp,Basic_Info_Changed,Normal,Archive,,0x017F000000019D53,0x0004000000055194,,,,0,3,False,True,0.5,False,03a0205c-0c26-423e-97db-739f546728fc.tmp,\Users\blueangel\AppData\Roaming\Microsoft\Teams\Partitions\msa\03a0205c-0c26-423e-97db-739f546728fc.tmp,False,False,False,False,0
