LSN,EventTime(UTC+8),Event,Detail,File/Directory Name,Full Path,CreationTime,ModifiedTime,MFTModifiedTime,AccessedTime,Redo,Target VCN,Cluster Index,is_timestomped,is_suspicious_execution,is_suspicious,label_source
10571594323,12/28/23 21:39:30,Directory Creation,,EdgeChromium,,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Initialize File Record Segment,0x3265,6,0,0,0,
10571595588,12/28/23 21:39:30,File Creation,,SkeletonUILock-c388d246,\Users\blueangel\AppData\Local\Mozilla\Firefox\SkeletonUILock-c388d246,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Initialize File Record Segment,0x3266,2,0,0,0,
10571599064,12/28/23 21:39:30,Directory Deletion,,chrome,,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Deallocate File Record Segment,0x3265,4,0,0,0,
10571599208,12/28/23 21:39:30,Directory Deletion,,EdgeChromium,,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Deallocate File Record Segment,0x3265,6,0,0,0,
10571599328,12/28/23 21:39:30,Directory Deletion,,firefox,,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Deallocate File Record Segment,0x3239,2,0,0,0,
10571599568,12/28/23 21:39:30,Directory Deletion,,bcltmpVifeH,\Windows\Temp\bcltmpVifeH,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Deallocate File Record Segment,0x3235,0,0,0,0,
10571600537,12/28/23 21:39:30,Updating Modified Time,ModifiedTime : 2023-12-28 14:39:32 -> 2023-12-28 21:39:30,parent.lock <Guessed>,\Users\blueangel\AppData\Roaming\Mozilla\Firefox\Background Tasks Profiles\76va6vw2.MozillaBackgroundTask-308046B0AF4A39CB-backgroundupdate\parent.lock,,,,,Update Resident Value,0x6980,6,0,0,0,
10571600854,12/28/23 21:39:30,File Creation,,.startup-incomplete,\Users\blueangel\AppData\Roaming\Mozilla\Firefox\Background Tasks Profiles\76va6vw2.MozillaBackgroundTask-308046B0AF4A39CB-backgroundupdate\.startup-incomplete,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Initialize File Record Segment,0x3235,0,0,0,0,
10571602371,12/28/23 21:39:30,Updating Modified Time,ModifiedTime : 2023-12-28 14:39:33 -> 2023-12-28 21:39:30,76va6vw2.MozillaBackgroundTask-308046B0AF4A39CB-backgroundupdate <Guessed>,\Users\blueangel\AppData\Roaming\Mozilla\Firefox\Background Tasks Profiles\76va6vw2.MozillaBackgroundTask-308046B0AF4A39CB-backgroundupdate,,,,,Update Resident Value,0x6758,2,0,0,0,
10571603308,12/28/23 21:39:30,File Deletion,,.startup-incomplete,\Users\blueangel\AppData\Roaming\Mozilla\Firefox\Background Tasks Profiles\76va6vw2.MozillaBackgroundTask-308046B0AF4A39CB-backgroundupdate\.startup-incomplete,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Deallocate File Record Segment,0x3235,0,0,0,0,
10571603464,12/28/23 21:39:30,File Creation,,prefs-1.js,\Users\blueangel\AppData\Roaming\Mozilla\Firefox\Background Tasks Profiles\76va6vw2.MozillaBackgroundTask-308046B0AF4A39CB-backgroundupdate\prefs-1.js,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Initialize File Record Segment,0x3235,0,0,0,0,
10571604005,12/28/23 21:39:30,Writing Content of Non-Resident File,Data Runs(in Volume) : 114736(1),prefs-1.js,\Users\blueangel\AppData\Roaming\Mozilla\Firefox\Background Tasks Profiles\76va6vw2.MozillaBackgroundTask-308046B0AF4A39CB-backgroundupdate\prefs-1.js,,,,,Update Mapping Pairs,0x3235,0,0,0,0,
10571604286,12/28/23 21:39:30,File Deletion,,prefs.js,\Users\blueangel\AppData\Roaming\Mozilla\Firefox\Background Tasks Profiles\76va6vw2.MozillaBackgroundTask-308046B0AF4A39CB-backgroundupdate\prefs.js,12/28/23 14:39:32,12/28/23 14:39:33,12/28/23 14:39:40,12/28/23 21:39:30,Deallocate File Record Segment,0x31D6,4,0,0,0,
10571604431,12/28/23 21:39:30,Renaming File,prefs-1.js -> prefs.js,prefs.js,\Users\blueangel\AppData\Roaming\Mozilla\Firefox\Background Tasks Profiles\76va6vw2.MozillaBackgroundTask-308046B0AF4A39CB-backgroundupdate\prefs.js,,,,,Create Attribute,0x3235,0,0,0,0,
10571605065,12/28/23 21:39:30,Updating Modified Time,ModifiedTime : 2023-12-28 14:39:32 -> 2023-12-28 21:39:30,parent.lock <Guessed>,\Users\blueangel\AppData\Roaming\Mozilla\Firefox\Profiles\cuy6qgj9.default-release\parent.lock,,,,,Update Resident Value,0x7B49,6,0,0,0,
10571605700,12/28/23 21:39:30,File Creation,,update.test,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\update.test,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Initialize File Record Segment,0x31D6,4,0,0,0,
10571605967,12/28/23 21:39:30,File Deletion,,update.test,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\update.test,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Deallocate File Record Segment,0x31D6,4,0,0,0,
10571606293,12/28/23 21:39:30,File Creation,,data.safe.tmp,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.tmp,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Initialize File Record Segment,0x31D6,4,0,0,0,
10571606585,12/28/23 21:39:30,Writing Content of Non-Resident File,Data Runs(in Volume) : 265410(2),data.safe.tmp,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.tmp,,,,,Update Mapping Pairs,0x31D6,4,0,0,0,
10571606787,12/28/23 21:39:30,Updating Modified Time,ModifiedTime : 2023-12-28 14:39:33 -> 2023-12-28 21:39:30,db <Guessed>,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db,,,,,Update Resident Value,0x8267,6,0,0,0,
10571606850,12/28/23 21:39:30,Updating Modified Time,ModifiedTime : 2023-12-28 14:39:32 -> 2023-12-28 21:39:30,308046B0AF4A39CB <Guessed>,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB,,,,,Update Resident Value,0x7B60,6,0,0,0,
10571607000,12/28/23 21:39:30,File Deletion,,data.safe.bin,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.bin,12/28/23 14:39:32,12/28/23 14:39:33,12/28/23 14:39:34,12/28/23 21:39:30,Deallocate File Record Segment,0x31D6,6,0,0,0,
10571607207,12/28/23 21:39:30,Renaming File,data.safe.tmp -> data.safe.bin,data.safe.bin,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.bin,,,,,Create Attribute,0x31D6,4,0,0,0,
10571607732,12/28/23 21:39:30,File Creation,,data.safe.tmp,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.tmp,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Initialize File Record Segment,0x31D6,6,0,0,0,
10571608012,12/28/23 21:39:30,Writing Content of Non-Resident File,Data Runs(in Volume) : 280010(2),data.safe.tmp,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.tmp,,,,,Update Mapping Pairs,0x31D6,6,0,0,0,
10571608485,12/28/23 21:39:30,File Deletion,,data.safe.bin,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.bin,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Deallocate File Record Segment,0x31D6,4,0,0,0,
10571608697,12/28/23 21:39:30,Renaming File,data.safe.tmp -> data.safe.bin,data.safe.bin,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.bin,,,,,Create Attribute,0x31D6,6,0,0,0,
10571609945,12/28/23 21:39:30,File Creation,,data.safe.tmp,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.tmp,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Initialize File Record Segment,0x31D6,4,0,0,0,
10571610233,12/28/23 21:39:30,Writing Content of Non-Resident File,Data Runs(in Volume) : 461465(1),data.safe.tmp,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.tmp,,,,,Update Mapping Pairs,0x31D6,4,0,0,0,
10571610790,12/28/23 21:39:30,File Deletion,,data.safe.bin,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.bin,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Deallocate File Record Segment,0x31D6,6,0,0,0,
10571610989,12/28/23 21:39:30,Renaming File,data.safe.tmp -> data.safe.bin,data.safe.bin,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.bin,,,,,Create Attribute,0x31D6,4,0,0,0,
10571611586,12/28/23 21:39:30,File Creation,,data.safe.tmp,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.tmp,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Initialize File Record Segment,0x31D6,6,0,0,0,
10571611958,12/28/23 21:39:30,Writing Content of Non-Resident File,Data Runs(in Volume) : 479973(1),data.safe.tmp,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.tmp,,,,,Update Mapping Pairs,0x31D6,6,0,0,0,
10571612347,12/28/23 21:39:30,File Deletion,,data.safe.bin,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.bin,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Deallocate File Record Segment,0x31D6,4,0,0,0,
10571612546,12/28/23 21:39:30,Renaming File,data.safe.tmp -> data.safe.bin,data.safe.bin,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.bin,,,,,Create Attribute,0x31D6,6,0,0,0,
10571613144,12/28/23 21:39:30,File Creation,,data.safe.tmp,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.tmp,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Initialize File Record Segment,0x31D6,4,0,0,0,
10571613432,12/28/23 21:39:30,Writing Content of Non-Resident File,Data Runs(in Volume) : 515827(1),data.safe.tmp,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.tmp,,,,,Update Mapping Pairs,0x31D6,4,0,0,0,
10571613992,12/28/23 21:39:30,File Deletion,,data.safe.bin,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.bin,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Deallocate File Record Segment,0x31D6,6,0,0,0,
10571614191,12/28/23 21:39:30,Renaming File,data.safe.tmp -> data.safe.bin,data.safe.bin,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.bin,,,,,Create Attribute,0x31D6,4,0,0,0,
10571614700,12/28/23 21:39:30,File Creation,,data.safe.tmp,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.tmp,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Initialize File Record Segment,0x31D6,6,0,0,0,
10571614988,12/28/23 21:39:30,Writing Content of Non-Resident File,Data Runs(in Volume) : 522224(1),data.safe.tmp,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.tmp,,,,,Update Mapping Pairs,0x31D6,6,0,0,0,
10571615293,12/28/23 21:39:30,File Deletion,,data.safe.bin,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.bin,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Deallocate File Record Segment,0x31D6,4,0,0,0,
10571615492,12/28/23 21:39:30,Renaming File,data.safe.tmp -> data.safe.bin,data.safe.bin,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.bin,,,,,Create Attribute,0x31D6,6,0,0,0,
10571616050,12/28/23 21:39:30,File Creation,,data.safe.tmp,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.tmp,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Initialize File Record Segment,0x31D6,4,0,0,0,
10571616338,12/28/23 21:39:30,Writing Content of Non-Resident File,Data Runs(in Volume) : 554966(1),data.safe.tmp,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.tmp,,,,,Update Mapping Pairs,0x31D6,4,0,0,0,
10571616635,12/28/23 21:39:30,File Deletion,,data.safe.bin,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.bin,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Deallocate File Record Segment,0x31D6,6,0,0,0,
10571616842,12/28/23 21:39:30,Renaming File,data.safe.tmp -> data.safe.bin,data.safe.bin,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.bin,,,,,Create Attribute,0x31D6,4,0,0,0,
10571617351,12/28/23 21:39:30,File Creation,,data.safe.tmp,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.tmp,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Initialize File Record Segment,0x31D6,6,0,0,0,
10571617631,12/28/23 21:39:30,Writing Content of Non-Resident File,Data Runs(in Volume) : 556117(1),data.safe.tmp,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.tmp,,,,,Update Mapping Pairs,0x31D6,6,0,0,0,
10571617936,12/28/23 21:39:30,File Deletion,,data.safe.bin,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.bin,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Deallocate File Record Segment,0x31D6,4,0,0,0,
10571618135,12/28/23 21:39:30,Renaming File,data.safe.tmp -> data.safe.bin,data.safe.bin,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.bin,,,,,Create Attribute,0x31D6,6,0,0,0,
10571618644,12/28/23 21:39:30,File Creation,,data.safe.tmp,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.tmp,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Initialize File Record Segment,0x31D6,4,0,0,0,
10571618932,12/28/23 21:39:30,Writing Content of Non-Resident File,Data Runs(in Volume) : 579347(1),data.safe.tmp,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.tmp,,,,,Update Mapping Pairs,0x31D6,4,0,0,0,
10571619229,12/28/23 21:39:30,File Deletion,,data.safe.bin,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.bin,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Deallocate File Record Segment,0x31D6,6,0,0,0,
10571619438,12/28/23 21:39:30,Renaming File,data.safe.tmp -> data.safe.bin,data.safe.bin,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.bin,,,,,Create Attribute,0x31D6,4,0,0,0,
10571619947,12/28/23 21:39:30,File Creation,,data.safe.tmp,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.tmp,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Initialize File Record Segment,0x31D6,6,0,0,0,
10571620227,12/28/23 21:39:30,Writing Content of Non-Resident File,Data Runs(in Volume) : 579379(1),data.safe.tmp,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.tmp,,,,,Update Mapping Pairs,0x31D6,6,0,0,0,
10571620550,12/28/23 21:39:30,File Deletion,,data.safe.bin,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.bin,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Deallocate File Record Segment,0x31D6,4,0,0,0,
10571620749,12/28/23 21:39:30,Renaming File,data.safe.tmp -> data.safe.bin,data.safe.bin,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.bin,,,,,Create Attribute,0x31D6,6,0,0,0,
10571621258,12/28/23 21:39:30,File Creation,,data.safe.tmp,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.tmp,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Initialize File Record Segment,0x31D6,4,0,0,0,
10571621546,12/28/23 21:39:30,Writing Content of Non-Resident File,Data Runs(in Volume) : 283373(2),data.safe.tmp,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.tmp,,,,,Update Mapping Pairs,0x31D6,4,0,0,0,
10571621935,12/28/23 21:39:30,File Deletion,,data.safe.bin,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.bin,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Deallocate File Record Segment,0x31D6,6,0,0,0,
10571622134,12/28/23 21:39:30,Renaming File,data.safe.tmp -> data.safe.bin,data.safe.bin,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.bin,,,,,Create Attribute,0x31D6,4,0,0,0,
10571622643,12/28/23 21:39:30,File Creation,,data.safe.tmp,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.tmp,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Initialize File Record Segment,0x31D6,6,0,0,0,
10571622931,12/28/23 21:39:30,Writing Content of Non-Resident File,Data Runs(in Volume) : 285891(2),data.safe.tmp,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.tmp,,,,,Update Mapping Pairs,0x31D6,6,0,0,0,
10571623228,12/28/23 21:39:30,File Deletion,,data.safe.bin,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.bin,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Deallocate File Record Segment,0x31D6,4,0,0,0,
10571623435,12/28/23 21:39:30,Renaming File,data.safe.tmp -> data.safe.bin,data.safe.bin,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.bin,,,,,Create Attribute,0x31D6,6,0,0,0,
10571623944,12/28/23 21:39:30,File Creation,,data.safe.tmp,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.tmp,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Initialize File Record Segment,0x31D6,4,0,0,0,
10571624224,12/28/23 21:39:30,Writing Content of Non-Resident File,Data Runs(in Volume) : 285913(2),data.safe.tmp,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.tmp,,,,,Update Mapping Pairs,0x31D6,4,0,0,0,
10571624578,12/28/23 21:39:30,File Deletion,,data.safe.bin,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.bin,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Deallocate File Record Segment,0x31D6,6,0,0,0,
10571624777,12/28/23 21:39:30,Renaming File,data.safe.tmp -> data.safe.bin,data.safe.bin,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.bin,,,,,Create Attribute,0x31D6,4,0,0,0,
10571625288,12/28/23 21:39:30,File Creation,,data.safe.tmp,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.tmp,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,12/28/23 21:39:30,Initialize File Record Segment,0x31D6,6,0,0,0,
10571625576,12/28/23 21:39:30,Writing Content of Non-Resident File,Data Runs(in Volume) : 287547(2),data.safe.tmp,\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\308046B0AF4A39CB\backgroundupdate\datareporting\glean\db\data.safe.tmp,,,,,Update Mapping Pairs,0x31D6,6,0,0,0,
